pair_code,city,brand,category,female_product,male_product,female_size,male_size,retailer,date_observed,female_price_local,male_price_local,currency,female_on_promo,male_on_promo,match_quality,confidence,match_notes
HIMALAYA-FACEMOIS-HYD-AUTO001,Hyderabad,Himalaya,Face Moisturizer,Himalaya Nourishing Skin Cream 50ml,Himalaya Men Intense Moisturizing Cream 50ml,50,50,Flipkart,2026-03-18,204,132,INR,0,0,3,HIGH,source=flipkart_raw.csv
HIMALAYA-FACIALCL-HYD-AUTO001,Hyderabad,Himalaya,Facial Cleanser,Himalaya Nourishing Cream Face Wash 100ml,Himalaya Men Active Fresh Face Wash 100ml,100,100,Amazon.in,2026-03-09,250,147,INR,1,1,3,HIGH,source=amazon_in_raw.csv
HIMALAYA-FACIALCL-HYD-AUTO001,Hyderabad,Himalaya,Facial Cleanser,Himalaya Nourishing Cream Face Wash 100ml,Himalaya Men Active Fresh Face Wash 100ml,100,100,Blinkit,2026-03-19,194,194,INR,0,0,3,MED,source=blinkit_raw.csv
HIMALAYA-FACIALCL-HYD-AUTO001,Hyderabad,Himalaya,Facial Cleanser,Himalaya Nourishing Cream Face Wash 100ml,Himalaya Men Active Fresh Face Wash 100ml,100,100,Flipkart,2026-03-18,158,371,INR,0,0,3,HIGH,source=flipkart_raw.csv
HIMALAYA-HANDWASH-HYD-AUTO001,Hyderabad,Himalaya,Hand Wash,Himalaya Pure Hands Sparkling Rose Hand Wash 250ml,Himalaya Men Active Fresh Hand Wash 250ml,250,250,Amazon.in,2026-03-09,99,99,INR,1,1,3,HIGH,source=amazon_in_raw.csv
HIMALAYA-HANDWASH-HYD-AUTO001,Hyderabad,Himalaya,Hand Wash,Himalaya Pure Hands Sparkling Rose Hand Wash 250ml,Himalaya Men Active Fresh Hand Wash 250ml,250,250,Blinkit,2026-03-19,249,60,INR,0,0,3,MED,source=blinkit_raw.csv
HIMALAYA-HANDWASH-HYD-AUTO001,Hyderabad,Himalaya,Hand Wash,Himalaya Pure Hands Sparkling Rose Hand Wash 250ml,Himalaya Men Active Fresh Hand Wash 250ml,250,250,Flipkart,2026-03-18,140,140,INR,0,0,3,HIGH,source=flipkart_raw.csv
HIMALAYA-SHAMPOO-HYD-AUTO001,Hyderabad,Himalaya,Shampoo,Himalaya Anti-Dandruff Shampoo Women 200ml,Himalaya Men Anti-Dandruff Shampoo 200ml,200,200,Amazon.in,2026-03-09,388,141,INR,1,1,3,HIGH,source=amazon_in_raw.csv
HIMALAYA-SHAMPOO-HYD-AUTO001,Hyderabad,Himalaya,Shampoo,Himalaya Anti-Dandruff Shampoo Women 200ml,Himalaya Men Anti-Dandruff Shampoo 200ml,200,200,Blinkit,2026-03-19,450,495,INR,0,0,3,MED,source=blinkit_raw.csv
HIMALAYA-SHAMPOO-HYD-AUTO001,Hyderabad,Himalaya,Shampoo,Himalaya Anti-Dandruff Shampoo Women 200ml,Himalaya Men Anti-Dandruff Shampoo 200ml,200,200,Flipkart,2026-03-18,241,258,INR,0,0,3,HIGH,source=flipkart_raw.csv
HUL-BARSOAP-HYD-AUTO001,Hyderabad,HUL/Hamam,Bar Soap,Hamam Neem Tulsi & Aloe Soap Women (100g),Hamam Men Active Protection Soap (100g),100,100,Amazon.in,2026-03-09,299,370,INR,1,1,3,HIGH,source=amazon_in_raw.csv
HUL-DEODORAN-HYD-AUTO001,Hyderabad,HUL,Deodorant Spray,Dove Talc Deodorant Spray Women (150ml),Axe Signature Deodorant Spray (150ml),150,150,Amazon.in,2026-03-09,299,123,INR,1,1,3,HIGH,source=amazon_in_raw.csv
INDULEKH-HAIRGELS-HYD-AUTO001,Hyderabad,Indulekha,Hair Gel / Serum,Indulekha Bringha Hair Serum Women 50ml,Indulekha Men Anti Hairfall Serum 50ml,50,50,Amazon.in,2026-03-09,185,404,INR,1,1,3,HIGH,source=amazon_in_raw.csv
INDULEKH-HAIROIL-HYD-AUTO001,Hyderabad,Indulekha,Hair Oil,Indulekha Bringha Hair Oil Women 100ml,Indulekha Men Scalp Treatment 100ml,100,100,Amazon.in,2026-03-09,169,325,INR,1,1,3,HIGH,source=amazon_in_raw.csv
INDULEKH-SHAMPOO-HYD-AUTO001,Hyderabad,Indulekha,Shampoo,Indulekha Bringha Shampoo 200ml,Indulekha Men Hair Vitalizer 200ml,200,200,Amazon.in,2026-03-09,450,450,INR,1,1,3,HIGH,source=amazon_in_raw.csv
KAO-FACETONE-HYD-AUTO001,Hyderabad,Kao,Face Toner,Kao Sofina IP Toner Women (200ml),Kao Men's Biore Toner (160ml),200,160,Amazon.in,2026-03-09,199,299,INR,1,1,3,HIGH,source=amazon_in_raw.csv
KAO-FACIALCL-HYD-AUTO001,Hyderabad,Kao,Facial Cleanser,Kao Sofina IP Women Facial Wash (130g),Kao Men's Biore Double Scrub Face Wash (130g),130,130,Amazon.in,2026-03-09,200,820,INR,1,1,3,HIGH,source=amazon_in_raw.csv
KOSE-FACETONE-HYD-AUTO001,Hyderabad,Kose/Softymo,Face Toner,Kose Softymo Speedy Cleansing Toner Women (230ml),Kose Men's Speedy Toner (200ml),230,200,Amazon.in,2026-03-09,2817,1001,INR,1,1,3,HIGH,source=amazon_in_raw.csv
KOSE-SHAMPOO-HYD-AUTO001,Hyderabad,Kose/Softymo,Shampoo,Kose Softymo Speedy Shampoo Women 500ml,Kose Men Softymo Shampoo 500ml,500,500,Amazon.in,2026-03-09,2817,699,INR,1,1,3,HIGH,source=amazon_in_raw.csv
KOSE-SUNSCREE-HYD-AUTO001,Hyderabad,Kose/Softymo,Sunscreen,Kose Suncut Perfect UV Cream SPF50+ 50ml,Kose Men Suncut UV Protect Milk 50ml,50,50,Amazon.in,2026-03-09,706,699,INR,0,1,3,HIGH,source=amazon_in_raw.csv
KRASTASE-HAIROIL-HYD-AUTO001,Hyderabad,Kérastase,Hair Oil,Kérastase Elixir Ultime Original Serum Women (125m,Kérastase Genesis Homme Fortifying Serum Men (90ml,100,90,Amazon.in,2026-03-09,2700,5100,INR,1,1,3,HIGH,source=amazon_in_raw.csv
KRASTASE-SHAMPOO-HYD-AUTO001,Hyderabad,Kérastase,Shampoo,Kérastase Bain Satin 1 Shampoo (250ml),Kérastase Homme Bain Energisant (250ml),250,250,Amazon.in,2026-03-09,2600,2600,INR,1,1,3,HIGH,source=amazon_in_raw.csv
LAKME-FACEMOIS-HYD-AUTO001,Hyderabad,Lakme,Face Moisturizer,Lakme Peach Milk Moisturizer SPF 24 60ml,Garnier Men PowerWhite Moisturizer 45ml,60,45,Amazon.in,2026-03-09,376,81,INR,1,1,3,HIGH,source=amazon_in_raw.csv
LAKME-FACEMOIS-HYD-AUTO001,Hyderabad,Lakme,Face Moisturizer,Lakme Peach Milk Moisturizer SPF 24 60ml,Garnier Men PowerWhite Moisturizer 45ml,60,45,Blinkit,2026-03-19,299,240,INR,0,0,3,MED,source=blinkit_raw.csv
LAKME-FACEMOIS-HYD-AUTO001,Hyderabad,Lakme,Face Moisturizer,Lakme Peach Milk Moisturizer SPF 24 60ml,Garnier Men PowerWhite Moisturizer 45ml,60,45,Flipkart,2026-03-18,328,334,INR,0,0,3,HIGH,source=flipkart_raw.csv
LAKME-SUNSCREE-HYD-AUTO001,Hyderabad,Lakme,Sunscreen,Lakme Sun Expert SPF 50 PA+++ Ultra Matte Lotion 1,Garnier Men Acno Fight SPF 20 Moisturizer 100ml,100,100,Amazon.in,2026-03-09,287,279,INR,1,1,3,HIGH,source=amazon_in_raw.csv
LAKME-SUNSCREE-HYD-AUTO001,Hyderabad,Lakme,Sunscreen,Lakme Sun Expert SPF 50 PA+++ Ultra Matte Lotion 1,Garnier Men Acno Fight SPF 20 Moisturizer 100ml,100,100,Blinkit,2026-03-19,270,408,INR,0,0,3,MED,source=blinkit_raw.csv
LAKME-SUNSCREE-HYD-AUTO001,Hyderabad,Lakme,Sunscreen,Lakme Sun Expert SPF 50 PA+++ Ultra Matte Lotion 1,Garnier Men Acno Fight SPF 20 Moisturizer 100ml,100,100,Flipkart,2026-03-18,268,287,INR,0,0,3,HIGH,source=flipkart_raw.csv
LION-BARSOAP-HYD-AUTO001,Hyderabad,Lion,Bar Soap,Lion Look Natural Select Bar Soap 100g,Lion Look Natural Men Bar Soap 100g,100,100,Amazon.in,2026-03-09,199,199,INR,1,1,3,HIGH,source=amazon_in_raw.csv
LION-BODYWASH-HYD-AUTO001,Hyderabad,Lion,Body Wash,Lion Softymo Lux Super Moisture Body Wash 450ml,Lion Softymo Men Speed Wash 450ml,450,450,Amazon.in,2026-03-09,141,199,INR,1,1,3,HIGH,source=amazon_in_raw.csv
LION-CONDITIO-HYD-AUTO001,Hyderabad,Lion,Conditioner,Lion Systema Scalp Conditioner Women (400ml),Lion Banon Men Conditioner (400ml),400,400,Amazon.in,2026-03-09,191,381,INR,1,1,3,HIGH,source=amazon_in_raw.csv
LION-DEODORAN-HYD-AUTO002,Hyderabad,Lion,Deodorant Spray,Lion Ban Deodorant Spray Women (150ml),Lion Men's Ban Deodorant Spray (150ml),150,150,Amazon.in,2026-03-09,344,499,INR,1,1,3,HIGH,source=amazon_in_raw.csv
LION-TOOTHPAS-HYD-AUTO001,Hyderabad,Lion,Toothpaste,Lion Clinica Advantage Fresh Toothpaste 130g,Lion Clinica Men Cool Toothpaste 130g,130,130,Amazon.in,2026-03-09,950,1150,INR,1,1,3,HIGH,source=amazon_in_raw.csv
LION-TOOTHPAS-HYD-AUTO002,Hyderabad,Lion,Toothpaste,Lion Systema Haguki Plus Toothpaste 95g,Lion Systema Men Fresh Toothpaste 95g,95,95,Amazon.in,2026-03-09,899,899,INR,1,1,3,HIGH,source=amazon_in_raw.csv
LION-TOOTHPAS-HYD-AUTO003,Hyderabad,Lion,Toothpaste,Lion Systema Haguki Women Gel Toothpaste (95g),Lion Dentor Systema Men Toothpaste (95g),95,95,Amazon.in,2026-03-09,899,899,INR,1,1,3,HIGH,source=amazon_in_raw.csv
LOREAL-BODYLOTI-HYD-AUTO001,Hyderabad,L'Oreal,Body Lotion,L'Oreal Paris Body Expertise Revitalift Body Lotio,L'Oreal Men Expert Hydra Energetic Body Lotion 200,100,100,Amazon.in,2026-03-09,7522,895,INR,1,1,3,HIGH,source=amazon_in_raw.csv
LOREAL-HAIRCOLO-HYD-AUTO001,Hyderabad,L'Oreal,Hair Colour,L'Oreal Paris Excellence Creme Hair Color,L'Oreal Men Expert One-Twist Hair Color,100,100,Amazon.in,2026-03-09,471,624,INR,1,1,3,HIGH,source=amazon_in_raw.csv
LOTUSHER-SUNSCREE-HYD-AUTO001,Hyderabad,Lotus Herbals,Sunscreen,Lotus Herbals SafeSun SPF 50 Women (50g),Lotus Herbals Men SPF 30 (50g),50,50,Amazon.in,2026-03-09,363,185,INR,1,1,3,HIGH,source=amazon_in_raw.csv
LUX-BARSOAP-HYD-AUTO001,Hyderabad,Lux,Bar Soap,Lux Soft Touch Soap 100g,Lux Men Sport Fresh Soap 100g,100,100,Amazon.in,2026-03-09,299,154,INR,1,1,3,HIGH,source=amazon_in_raw.csv
LUX-BARSOAP-HYD-AUTO001,Hyderabad,Lux,Bar Soap,Lux Soft Touch Soap 100g,Lux Men Sport Fresh Soap 100g,100,100,Blinkit,2026-03-19,38,72,INR,0,0,3,MED,source=blinkit_raw.csv
LUX-BARSOAP-HYD-AUTO001,Hyderabad,Lux,Bar Soap,Lux Soft Touch Soap 100g,Lux Men Sport Fresh Soap 100g,100,100,Flipkart,2026-03-18,101,278,INR,0,0,3,HIGH,source=flipkart_raw.csv
LUX-BODYWASH-HYD-AUTO001,Hyderabad,Lux,Body Wash,Lux Velvet Touch Shower Gel 500ml,Lux Men Sport Fresh Shower Gel 500ml,500,500,Amazon.in,2026-03-09,165,546,INR,1,1,3,HIGH,source=amazon_in_raw.csv
LUX-BODYWASH-HYD-AUTO001,Hyderabad,Lux,Body Wash,Lux Velvet Touch Shower Gel 500ml,Lux Men Sport Fresh Shower Gel 500ml,500,500,Blinkit,2026-03-19,325,299,INR,0,0,3,MED,source=blinkit_raw.csv
LUX-BODYWASH-HYD-AUTO001,Hyderabad,Lux,Body Wash,Lux Velvet Touch Shower Gel 500ml,Lux Men Sport Fresh Shower Gel 500ml,500,500,Flipkart,2026-03-18,170,353,INR,0,0,3,HIGH,source=flipkart_raw.csv
MAMAEA-HANDCREA-HYD-AUTO165,Hyderabad,Mamaearth,Hand Cream,Mamaearth Aloe Vera Hand Cream 30ml,Mamaearth Men Hand & Nail Cream 30ml,30,30,Amazon.in,2026-03-09,126,199,INR,1,1,3,HIGH,source=amazon_in_raw.csv
MAMAEA-HANDCREA-HYD-AUTO165,Hyderabad,Mamaearth,Hand Cream,Mamaearth Aloe Vera Hand Cream 30ml,Mamaearth Men Hand & Nail Cream 30ml,30,30,Blinkit,2026-03-19,217,217,INR,0,0,3,MED,source=blinkit_raw.csv
MAMAEA-HANDCREA-HYD-AUTO165,Hyderabad,Mamaearth,Hand Cream,Mamaearth Aloe Vera Hand Cream 30ml,Mamaearth Men Hand & Nail Cream 30ml,30,30,Flipkart,2026-03-18,248,199,INR,0,0,3,HIGH,source=flipkart_raw.csv
MAMAEART-CONDITIO-HYD-AUTO001,Hyderabad,Mamaearth,Conditioner,Mamaearth Onion Conditioner Women (250ml),Mamaearth Men Anti-Dandruff Conditioner (250ml),250,250,Amazon.in,2026-03-09,427,247,INR,1,1,3,HIGH,source=amazon_in_raw.csv
MAMAEART-CONDITIO-HYD-AUTO001,Hyderabad,Mamaearth,Conditioner,Mamaearth Onion Conditioner Women (250ml),Mamaearth Men Anti-Dandruff Conditioner (250ml),250,250,Blinkit,2026-03-19,308,297,INR,0,0,3,MED,source=blinkit_raw.csv
MAMAEART-CONDITIO-HYD-AUTO001,Hyderabad,Mamaearth,Conditioner,Mamaearth Onion Conditioner Women (250ml),Mamaearth Men Anti-Dandruff Conditioner (250ml),250,250,Flipkart,2026-03-18,399,266,INR,0,0,3,HIGH,source=flipkart_raw.csv
MAMAEART-FACETONE-HYD-AUTO001,Hyderabad,Mamaearth,Face Toner,Mamaearth Rose Water Toner Women 200ml,Mamaearth Men Charcoal Toner 200ml,200,200,Amazon.in,2026-03-09,342,318,INR,1,1,3,HIGH,source=amazon_in_raw.csv
MAMAEART-FACETONE-HYD-AUTO001,Hyderabad,Mamaearth,Face Toner,Mamaearth Rose Water Toner Women 200ml,Mamaearth Men Charcoal Toner 200ml,200,200,Blinkit,2026-03-19,265,220,INR,0,0,3,MED,source=blinkit_raw.csv
MAMAEART-FACETONE-HYD-AUTO001,Hyderabad,Mamaearth,Face Toner,Mamaearth Rose Water Toner Women 200ml,Mamaearth Men Charcoal Toner 200ml,200,200,Flipkart,2026-03-18,324,305,INR,0,0,3,HIGH,source=flipkart_raw.csv
MINIMALI-FACETONE-HYD-AUTO001,Hyderabad,Minimalist,Face Toner,Minimalist 7% Glycolic Toning Solution (100ml),Minimalist 10% Niacinamide Toner Men (100ml),100,100,Amazon.in,2026-03-09,474,569,INR,1,1,3,HIGH,source=amazon_in_raw.csv
NEUTRO-SUNSCREE-HYD-AUTO184,Hyderabad,Neutrogena,Sunscreen,Neutrogena Ultra Sheer Sunscreen SPF 50+ Women 88m,Neutrogena Men Triple Protect SPF 20 Face Lotion 8,100,100,Amazon.in,2026-03-09,440,1200,INR,1,1,3,HIGH,source=amazon_in_raw.csv
NEUTRO-SUNSCREE-HYD-AUTO184,Hyderabad,Neutrogena,Sunscreen,Neutrogena Ultra Sheer Sunscreen SPF 50+ Women 88m,Neutrogena Men Triple Protect SPF 20 Face Lotion 8,100,100,Blinkit,2026-03-19,648,648,INR,0,0,3,MED,source=blinkit_raw.csv
NEUTRO-SUNSCREE-HYD-AUTO184,Hyderabad,Neutrogena,Sunscreen,Neutrogena Ultra Sheer Sunscreen SPF 50+ Women 88m,Neutrogena Men Triple Protect SPF 20 Face Lotion 8,100,100,Flipkart,2026-03-18,229,999,INR,0,0,3,HIGH,source=flipkart_raw.csv
NEUTROGE-HANDCREA-HYD-AUTO001,Hyderabad,Neutrogena,Hand Cream,Neutrogena Norwegian Formula Hand Cream Women 50ml,Neutrogena Men Norwegian Formula Hand Cream 50ml,50,50,Amazon.in,2026-03-09,599,2796,INR,1,1,3,HIGH,source=amazon_in_raw.csv
NEUTROGE-HANDCREA-HYD-AUTO001,Hyderabad,Neutrogena,Hand Cream,Neutrogena Norwegian Formula Hand Cream Women 50ml,Neutrogena Men Norwegian Formula Hand Cream 50ml,50,50,Blinkit,2026-03-19,148,148,INR,0,0,3,MED,source=blinkit_raw.csv
NEUTROGE-HANDCREA-HYD-AUTO001,Hyderabad,Neutrogena,Hand Cream,Neutrogena Norwegian Formula Hand Cream Women 50ml,Neutrogena Men Norwegian Formula Hand Cream 50ml,50,50,Flipkart,2026-03-18,570,440,INR,0,0,3,HIGH,source=flipkart_raw.csv
NIVEA-BODYLOTI-HYD-AUTO001,Hyderabad,Nivea,Body Lotion,Nivea Soft Moisturizing Cream 200ml,Nivea Men Creme 150ml,200,150,Amazon.in,2026-03-09,311,1934,INR,1,1,3,HIGH,source=amazon_in_raw.csv
NIVEA-BODYLOTI-HYD-AUTO001,Hyderabad,Nivea,Body Lotion,Nivea Soft Moisturizing Cream 200ml,Nivea Men Creme 150ml,200,150,Blinkit,2026-03-19,300,149,INR,0,0,3,MED,source=blinkit_raw.csv
NIVEA-BODYLOTI-HYD-AUTO001,Hyderabad,Nivea,Body Lotion,Nivea Soft Moisturizing Cream 200ml,Nivea Men Creme 150ml,200,150,Flipkart,2026-03-18,496,412,INR,0,0,3,HIGH,source=flipkart_raw.csv
NIVEA-DEODORAN-HYD-AUTO001,Hyderabad,Nivea,Deodorant Roll-On,Nivea Pearl & Beauty Roll-On 50ml,Nivea Men Deep Roll-On 50ml,50,50,Amazon.in,2026-03-09,298,149,INR,1,1,5,HIGH,source=amazon_in_raw.csv
NIVEA-DEODORAN-HYD-AUTO001,Hyderabad,Nivea,Deodorant Roll-On,Nivea Pearl & Beauty Roll-On 50ml,Nivea Men Deep Roll-On 50ml,50,50,Blinkit,2026-03-19,169,169,INR,0,0,5,MED,source=blinkit_raw.csv
NIVEA-DEODORAN-HYD-AUTO001,Hyderabad,Nivea,Deodorant Roll-On,Nivea Pearl & Beauty Roll-On 50ml,Nivea Men Deep Roll-On 50ml,50,50,Flipkart,2026-03-18,192,180,INR,0,0,5,HIGH,source=flipkart_raw.csv
NIVEA-DEODORAN-HYD-AUTO002,Hyderabad,Nivea,Deodorant Roll-On,Nivea Pearl & Beauty Roll-On,Nivea Men Deep Impact Roll-On,100,100,Amazon.in,2026-03-09,416,374,INR,1,1,3,HIGH,source=amazon_in_raw.csv
NIVEA-DEODORAN-HYD-AUTO002,Hyderabad,Nivea,Deodorant Roll-On,Nivea Pearl & Beauty Roll-On,Nivea Men Deep Impact Roll-On,100,100,Blinkit,2026-03-19,276,249,INR,0,0,3,MED,source=blinkit_raw.csv
NIVEA-DEODORAN-HYD-AUTO002,Hyderabad,Nivea,Deodorant Roll-On,Nivea Pearl & Beauty Roll-On,Nivea Men Deep Impact Roll-On,100,100,Flipkart,2026-03-18,495,420,INR,0,0,3,HIGH,source=flipkart_raw.csv
NIVEA-DEODORAN-HYD-AUTO004,Hyderabad,Nivea,Deodorant Spray,Nivea Whitening Deo Spray 150ml,Nivea Men Silver Protect Spray 150ml,150,150,Amazon.in,2026-03-09,479,134,INR,1,1,3,HIGH,source=amazon_in_raw.csv
NIVEA-DEODORAN-HYD-AUTO004,Hyderabad,Nivea,Deodorant Spray,Nivea Whitening Deo Spray 150ml,Nivea Men Silver Protect Spray 150ml,150,150,Blinkit,2026-03-19,219,219,INR,0,0,3,MED,source=blinkit_raw.csv
NIVEA-HANDCREA-HYD-AUTO001,Hyderabad,Nivea,Hand Cream,Nivea Extra Rich Caring Hand Cream 100ml,Nivea Men Quick Dry Hand Gel 100ml,100,100,Amazon.in,2026-03-09,194,136,INR,1,1,3,HIGH,source=amazon_in_raw.csv
NIVEA-HANDCREA-HYD-AUTO001,Hyderabad,Nivea,Hand Cream,Nivea Extra Rich Caring Hand Cream 100ml,Nivea Men Quick Dry Hand Gel 100ml,100,100,Blinkit,2026-03-19,223,223,INR,0,0,3,MED,source=blinkit_raw.csv
NIVEA-HANDCREA-HYD-AUTO001,Hyderabad,Nivea,Hand Cream,Nivea Extra Rich Caring Hand Cream 100ml,Nivea Men Quick Dry Hand Gel 100ml,100,100,Flipkart,2026-03-18,256,599,INR,0,0,3,HIGH,source=flipkart_raw.csv
OLAY-FACECREAM-HYD-01,Hyderabad,Olay,Face Moisturizer,Olay Total Effects Day Cream 50g,Olay Men Solutions Moisturizer 50g,50,50,Amazon.in,2026-03-09,778,299,INR,1,1,4,HIGH,source=amazon_in_raw.csv
OLAY-FACECREAM-HYD-01,Hyderabad,Olay,Face Moisturizer,Olay Total Effects Day Cream 50g,Olay Men Solutions Moisturizer 50g,50,50,Blinkit,2026-03-19,999,560,INR,0,0,4,MED,source=blinkit_raw.csv
OLAY-FACECREAM-HYD-01,Hyderabad,Olay,Face Moisturizer,Olay Total Effects Day Cream 50g,Olay Men Solutions Moisturizer 50g,50,50,Flipkart,2026-03-18,738,884,INR,0,0,4,HIGH,source=flipkart_raw.csv
ORALB-TOOTHPAS-HYD-AUTO001,Hyderabad,Oral-B,Toothpaste,Oral-B Whitening (100g),Oral-B Pro-Expert Men (100g),100,100,Amazon.in,2026-03-09,2813,110,INR,1,1,3,HIGH,source=amazon_in_raw.csv
ORALB-TOOTHPAS-HYD-AUTO001,Hyderabad,Oral-B,Toothpaste,Oral-B Whitening (100g),Oral-B Pro-Expert Men (100g),100,100,Blinkit,2026-03-19,165,100,INR,0,0,3,MED,source=blinkit_raw.csv
ORALB-TOOTHPAS-HYD-AUTO001,Hyderabad,Oral-B,Toothpaste,Oral-B Whitening (100g),Oral-B Pro-Expert Men (100g),100,100,Flipkart,2026-03-18,120,142,INR,0,0,3,HIGH,source=flipkart_raw.csv
PLUM-HANDWASH-HYD-AUTO001,Hyderabad,Plum,Hand Wash,Plum Glow & Glow Hand Wash (250ml),Plum BodyLovin' Men Hand Wash (250ml),250,250,Amazon.in,2026-03-09,233,323,INR,1,1,3,HIGH,source=amazon_in_raw.csv
ANESSA-SUNSCREE-TKY-AUTO002,Tokyo,Anessa,Sunscreen,Anessa Perfect UV Sunscreen Women SPF50 (60ml),Anessa Men Sunscreen Gel SPF50 (90ml),60,90,Amazon.co.jp,2026-03-10,2181,2970,JPY,1,0,3,HIGH,source=amazon_jp_raw.csv
BIODER-BODYWASH-TKY-AUTO005,Tokyo,Bioderma,Body Wash,Bioderma Atoderm Shower Oil Women (200ml),Bioderma Sebiaclear Body Wash Men (200ml),200,200,Amazon.co.jp,2026-03-10,3860,2530,JPY,0,1,3,HIGH,source=amazon_jp_raw.csv
BIODER-FACIALCL-TKY-AUTO006,Tokyo,Bioderma,Facial Cleanser,Bioderma Sensibio H2O Micellar Water Women (250ml),Bioderma Sébium H2O Men (200ml),250,200,Amazon.co.jp,2026-03-10,2530,3080,JPY,1,1,3,HIGH,source=amazon_jp_raw.csv
BIOR-BODYLOTI-TKY-AUTO008,Tokyo,Bioré,Body Lotion,Bioré Body Essence Milk Women 300ml,Bioré Men Body Lotion 300ml,300,300,Amazon.co.jp,2026-03-10,549,1580,JPY,1,1,3,HIGH,source=amazon_jp_raw.csv
BIOR-BODYLOTI-TKY-AUTO008,Tokyo,Bioré,Body Lotion,Bioré Body Essence Milk Women 300ml,Bioré Men Body Lotion 300ml,300,300,Matsumoto Kiyoshi,2026-03-18,415,415,JPY,0,0,3,HIGH,source=matsumoto_raw.csv
BIOR-BODYLOTI-TKY-AUTO008,Tokyo,Bioré,Body Lotion,Bioré Body Essence Milk Women 300ml,Bioré Men Body Lotion 300ml,300,300,Rakuten Japan,2026-03-10,4224,36966,JPY,0,0,3,HIGH,source=rakuten_jp_raw.csv
BIOR-BODYWASH-TKY-AUTO009,Tokyo,Bioré,Body Wash,Bioré Guard Body Wash Women 480ml,Bioré Men Guard Body Wash 480ml,480,480,Amazon.co.jp,2026-03-10,404,1158,JPY,0,0,3,HIGH,source=amazon_jp_raw.csv
BIOR-DEODORAN-TKY-AUTO010,Tokyo,Bioré,Deodorant Roll-On,Bioré Deo Foot & Body Sheet Women 32-pack,Bioré Men Deo Sheet 32-pack,100,100,Amazon.co.jp,2026-03-10,4290,655,JPY,1,1,3,HIGH,source=amazon_jp_raw.csv
BIOR-DEODORAN-TKY-AUTO010,Tokyo,Bioré,Deodorant Roll-On,Bioré Deo Foot & Body Sheet Women 32-pack,Bioré Men Deo Sheet 32-pack,100,100,Matsumoto Kiyoshi,2026-03-18,415,415,JPY,0,0,3,HIGH,source=matsumoto_raw.csv
BIOR-DEODORAN-TKY-AUTO011,Tokyo,Bioré,Deodorant Roll-On,Bioré Soft Stone Deodorant Women (40ml),Bioré Deo Roll-On Men Cool Fresh (40ml),40,40,Amazon.co.jp,2026-03-10,1980,733,JPY,1,1,3,HIGH,source=amazon_jp_raw.csv
BIOR-FACEMOIS-TKY-AUTO012,Tokyo,Bioré,Face Moisturizer,Bioré UV Moisture Milk Cream SPF50 Women (50ml),Bioré Men Face Milk Moist (50ml),50,50,Amazon.co.jp,2026-03-10,732,779,JPY,0,0,3,HIGH,source=amazon_jp_raw.csv
BIOR-FACIALCL-TKY-AUTO013,Tokyo,Bioré,Facial Cleanser,Bioré Marshmallow Whip Face Wash 150ml,Bioré Men Facial Foam 130ml,150,130,Amazon.co.jp,2026-03-10,766,733,JPY,1,1,3,HIGH,source=amazon_jp_raw.csv
BIOR-HANDCREA-TKY-AUTO014,Tokyo,Bioré,Hand Cream,Bioré Moist Hand Cream Women (60g),Bioré Men Hand Milk (60g),60,60,Amazon.co.jp,2026-03-10,458,779,JPY,0,0,3,HIGH,source=amazon_jp_raw.csv
BIOR-HANDCREA-TKY-AUTO014,Tokyo,Bioré,Hand Cream,Bioré Moist Hand Cream Women (60g),Bioré Men Hand Milk (60g),60,60,Rakuten Japan,2026-03-10,1720,36966,JPY,0,0,3,HIGH,source=rakuten_jp_raw.csv
BIOR-SUNSCREE-TKY-AUTO016,Tokyo,Bioré,Sunscreen,Bioré UV Aqua Rich Watery Essence SPF50+ 70ml,Bioré UV Athlizm Skin Protect Milk SPF50+ 65ml,70,65,Amazon.co.jp,2026-03-10,1205,1617,JPY,1,0,3,HIGH,source=amazon_jp_raw.csv
BIOR-SUNSCREE-TKY-AUTO016,Tokyo,Bioré,Sunscreen,Bioré UV Aqua Rich Watery Essence SPF50+ 70ml,Bioré UV Athlizm Skin Protect Milk SPF50+ 65ml,70,65,Matsumoto Kiyoshi,2026-03-18,415,415,JPY,0,0,3,HIGH,source=matsumoto_raw.csv
BIORE-FACEWASH-TKY-01,Tokyo,Bioré,Facial Cleanser,Biore Marshmallow Whip Face Wash 150ml,Biore Men Facial Foam 130ml,150,130,Amazon.co.jp,2026-03-10,337,554,JPY,0,1,4,HIGH,source=amazon_jp_raw.csv
BIOTIQ-BODYLOTI-TKY-AUTO018,Tokyo,Biotique,Body Lotion,Biotique Bio Almond Oil Moisturizer 200ml,Biotique Bio Morning Nectar Moisturizer 200ml,200,200,Amazon.co.jp,2026-03-10,2480,1746,JPY,0,0,3,HIGH,source=amazon_jp_raw.csv
BIOTIQ-FACIALCL-TKY-AUTO020,Tokyo,Biotique,Facial Cleanser,Biotique Bio Honey Gel Foaming Face Wash 100ml,Biotique Bio Neem Foaming Face Wash 100ml,100,100,Amazon.co.jp,2026-03-10,1869,1869,JPY,0,0,3,HIGH,source=amazon_jp_raw.csv
