pair_code,city,brand,category,female_product,male_product,female_size,male_size,retailer,date_observed,female_price_local,male_price_local,currency,female_on_promo,male_on_promo,female_ppu_local,male_ppu_local,pink_tax_pct,match_quality,confidence,match_notes,ingredient_count_female,ingredient_count_male,ingredient_overlap_pct,top_5_shared,female_unique_count,male_unique_count,jaccard_similarity,data_source,obf_female_match,obf_male_match
BBLUNT-HAIRCOLO-HYD-AUTO001,Hyderabad,BBlunt,Hair Colour,BBlunt Salon Secret Hair Colour Women,BBlunt Men Hair Colour,100,100,Amazon.in,2026-03-09,333,284,INR,1,1,3.33,2.84,17.2535,3,HIGH,source=amazon_in_raw.csv,,,,,,,,,,
BIODERMA-FACIALCL-HYD-AUTO001,Hyderabad,Bioderma,Facial Cleanser,Bioderma Sensibio H2O Micellar Water Women (250ml),Bioderma Sébium H2O Men (200ml),250,200,Amazon.in,2026-03-09,629,899,INR,1,1,2.516,4.495,-44.0267,3,HIGH,source=amazon_in_raw.csv,10,10,90.0,allantoin|aqua|citric acid|cocamidopropyl betaine|glycerin,1,1,0.8182,fallback_table,built-in,built-in
BIOR-BODYLOTI-HYD-AUTO001,Hyderabad,Bioré,Body Lotion,Bioré Body Essence Milk Women 300ml,Bioré Men Body Lotion 300ml,300,300,Amazon.in,2026-03-09,1499,1799,INR,1,1,4.996667,5.996667,-16.6759,3,HIGH,source=amazon_in_raw.csv,10,10,80.0,aqua|ceramide|cetearyl alcohol|dimethicone|glycerin,2,2,0.6667,fallback_table,built-in,built-in
BIOR-BODYWASH-HYD-AUTO009,Hyderabad,Bioré,Body Wash,Bioré Guard Body Wash Women 480ml,Bioré Men Guard Body Wash 480ml,480,480,Amazon.in,2026-03-09,2040,2040,INR,1,1,4.25,4.25,0.0,3,HIGH,source=amazon_in_raw.csv,10,10,90.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,1,1,0.8182,fallback_table,built-in,built-in
BIOR-DEODORAN-HYD-AUTO001,Hyderabad,Bioré,Deodorant Roll-On,Bioré Deo Foot & Body Sheet Women 32-pack,Bioré Men Deo Sheet 32-pack,100,100,Amazon.in,2026-03-09,650,1812,INR,1,1,6.5,18.12,-64.128,3,HIGH,source=amazon_in_raw.csv,10,10,80.0,aluminum chlorohydrate|aqua|cyclopentasiloxane|dimethicone|parfum,2,2,0.6667,fallback_table,built-in,built-in
BIOR-DEODORAN-HYD-AUTO011,Hyderabad,Bioré,Deodorant Roll-On,Bioré Soft Stone Deodorant Women (40ml),Bioré Deo Roll-On Men Cool Fresh (40ml),40,40,Amazon.in,2026-03-09,650,1812,INR,1,1,16.25,45.3,-64.128,3,HIGH,source=amazon_in_raw.csv,10,10,80.0,aluminum chlorohydrate|aqua|cyclopentasiloxane|dimethicone|parfum,2,2,0.6667,fallback_table,built-in,built-in
BIOR-FACEMOIS-HYD-AUTO001,Hyderabad,Bioré,Face Moisturizer,Bioré UV Moisture Milk Cream SPF50 Women (50ml),Bioré Men Face Milk Moist (50ml),50,50,Amazon.in,2026-03-09,1499,1299,INR,1,1,29.98,25.98,15.3965,3,HIGH,source=amazon_in_raw.csv,23,23,100.0,acrylates|aqua|c10-30 alkyl acrylate crosspolymer|capric triglyceride|caprylic,0,0,1.0,api,Gel nettoyant en profondeur au charbon,Gel nettoyant en profondeur au charbon
BIOR-FACIALCL-HYD-AUTO001,Hyderabad,Bioré,Facial Cleanser,Bioré Marshmallow Whip Face Wash 150ml,Bioré Men Facial Foam 130ml,150,130,Amazon.in,2026-03-09,873,699,INR,1,1,5.82,5.376923,8.2403,3,HIGH,source=amazon_in_raw.csv,10,10,70.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,3,3,0.5385,fallback_table,built-in,built-in
BIOR-HANDCREA-HYD-AUTO001,Hyderabad,Bioré,Hand Cream,Bioré Moist Hand Cream Women (60g),Bioré Men Hand Milk (60g),60,60,Amazon.in,2026-03-09,1140,699,INR,1,1,19.0,11.65,63.0901,3,HIGH,source=amazon_in_raw.csv,10,10,70.0,aqua|ceramide|cetearyl alcohol|dimethicone|glycerin,3,3,0.5385,fallback_table,built-in,built-in
BIOTIQ-BARSOAP-HYD-AUTO017,Hyderabad,Biotique,Bar Soap,Biotique Bio Almond Oil Nourishing Soap,Biotique Bio Neem Purifying Soap,100,100,Amazon.in,2026-03-09,107,156,INR,1,1,1.07,1.56,-31.4103,3,HIGH,source=amazon_in_raw.csv,10,10,70.0,aqua|glycerin|parfum|sodium chloride|sodium cocoate,3,3,0.5385,fallback_table,built-in,built-in
BIOTIQ-BARSOAP-HYD-AUTO017,Hyderabad,Biotique,Bar Soap,Biotique Bio Almond Oil Nourishing Soap,Biotique Bio Neem Purifying Soap,100,100,Blinkit,2026-03-19,94,279,INR,0,0,0.94,2.79,-66.3082,3,MED,source=blinkit_raw.csv,10,10,70.0,aqua|glycerin|parfum|sodium chloride|sodium cocoate,3,3,0.5385,fallback_table,built-in,built-in
BIOTIQ-BARSOAP-HYD-AUTO017,Hyderabad,Biotique,Bar Soap,Biotique Bio Almond Oil Nourishing Soap,Biotique Bio Neem Purifying Soap,100,100,Flipkart,2026-03-18,548,500,INR,0,0,5.48,5.0,9.6,3,HIGH,source=flipkart_raw.csv,10,10,70.0,aqua|glycerin|parfum|sodium chloride|sodium cocoate,3,3,0.5385,fallback_table,built-in,built-in
BIOTIQ-SHAMPOO-HYD-AUTO021,Hyderabad,Biotique,Shampoo,Biotique Bio Kelp Fresh Growth Shampoo,Biotique Bio Green Apple Shampoo,100,100,Amazon.in,2026-03-09,180,180,INR,1,1,1.8,1.8,0.0,3,HIGH,source=amazon_in_raw.csv,10,10,70.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,3,3,0.5385,fallback_table,built-in,built-in
BIOTIQ-SHAMPOO-HYD-AUTO021,Hyderabad,Biotique,Shampoo,Biotique Bio Kelp Fresh Growth Shampoo,Biotique Bio Green Apple Shampoo,100,100,Blinkit,2026-03-19,279,279,INR,0,0,2.79,2.79,0.0,3,MED,source=blinkit_raw.csv,10,10,70.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,3,3,0.5385,fallback_table,built-in,built-in
BIOTIQ-SHAMPOO-HYD-AUTO021,Hyderabad,Biotique,Shampoo,Biotique Bio Kelp Fresh Growth Shampoo,Biotique Bio Green Apple Shampoo,100,100,Flipkart,2026-03-18,150,441,INR,0,0,1.5,4.41,-65.9864,3,HIGH,source=flipkart_raw.csv,10,10,70.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,3,3,0.5385,fallback_table,built-in,built-in
BIOTIQUE-BODYLOTI-HYD-AUTO001,Hyderabad,Biotique,Body Lotion,Biotique Bio Almond Oil Moisturizer 200ml,Biotique Bio Morning Nectar Moisturizer 200ml,200,200,Amazon.in,2026-03-09,233,194,INR,1,1,1.165,0.97,20.1031,3,HIGH,source=amazon_in_raw.csv,10,10,80.0,aqua|cetearyl alcohol|dimethicone|glycerin|parfum,2,2,0.6667,fallback_table,built-in,built-in
BIOTIQUE-BODYLOTI-HYD-AUTO001,Hyderabad,Biotique,Body Lotion,Biotique Bio Almond Oil Moisturizer 200ml,Biotique Bio Morning Nectar Moisturizer 200ml,200,200,Blinkit,2026-03-19,147,699,INR,0,0,0.735,3.495,-78.97,3,MED,source=blinkit_raw.csv,10,10,80.0,aqua|cetearyl alcohol|dimethicone|glycerin|parfum,2,2,0.6667,fallback_table,built-in,built-in
BIOTIQUE-BODYLOTI-HYD-AUTO001,Hyderabad,Biotique,Body Lotion,Biotique Bio Almond Oil Moisturizer 200ml,Biotique Bio Morning Nectar Moisturizer 200ml,200,200,Flipkart,2026-03-18,160,126,INR,0,0,0.8,0.63,26.9841,3,HIGH,source=flipkart_raw.csv,10,10,80.0,aqua|cetearyl alcohol|dimethicone|glycerin|parfum,2,2,0.6667,fallback_table,built-in,built-in
BIOTIQUE-FACIALCL-HYD-AUTO001,Hyderabad,Biotique,Facial Cleanser,Biotique Bio Honey Gel Foaming Face Wash 100ml,Biotique Bio Neem Foaming Face Wash 100ml,100,100,Amazon.in,2026-03-09,147,192,INR,1,1,1.47,1.92,-23.4375,3,HIGH,source=amazon_in_raw.csv,10,10,70.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,3,3,0.5385,fallback_table,built-in,built-in
BIOTIQUE-FACIALCL-HYD-AUTO001,Hyderabad,Biotique,Facial Cleanser,Biotique Bio Honey Gel Foaming Face Wash 100ml,Biotique Bio Neem Foaming Face Wash 100ml,100,100,Blinkit,2026-03-19,280,297,INR,0,0,2.8,2.97,-5.7239,3,MED,source=blinkit_raw.csv,10,10,70.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,3,3,0.5385,fallback_table,built-in,built-in
BIOTIQUE-FACIALCL-HYD-AUTO001,Hyderabad,Biotique,Facial Cleanser,Biotique Bio Honey Gel Foaming Face Wash 100ml,Biotique Bio Neem Foaming Face Wash 100ml,100,100,Flipkart,2026-03-18,172,151,INR,0,0,1.72,1.51,13.9073,3,HIGH,source=flipkart_raw.csv,10,10,70.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,3,3,0.5385,fallback_table,built-in,built-in
COLGATE-TOOTHPAS-HYD-AUTO002,Hyderabad,Colgate,Toothpaste,Colgate Optic White Women (100g),Colgate Men Active Clean (100g),100,100,Amazon.in,2026-03-09,799,265,INR,1,1,7.99,2.65,201.5094,3,HIGH,source=amazon_in_raw.csv,10,10,90.0,cellulose gum|glycerin|hydrated silica|sodium lauryl sulfate|sodium monofluorophosphate,1,1,0.8182,fallback_table,built-in,built-in
COLGATE-TOOTHPAS-HYD-AUTO002,Hyderabad,Colgate,Toothpaste,Colgate Optic White Women (100g),Colgate Men Active Clean (100g),100,100,Blinkit,2026-03-19,149,193,INR,0,0,1.49,1.93,-22.7979,3,MED,source=blinkit_raw.csv,10,10,90.0,cellulose gum|glycerin|hydrated silica|sodium lauryl sulfate|sodium monofluorophosphate,1,1,0.8182,fallback_table,built-in,built-in
COLGATE-TOOTHPAS-HYD-AUTO002,Hyderabad,Colgate,Toothpaste,Colgate Optic White Women (100g),Colgate Men Active Clean (100g),100,100,Flipkart,2026-03-18,298,152,INR,0,0,2.98,1.52,96.0526,3,HIGH,source=flipkart_raw.csv,10,10,90.0,cellulose gum|glycerin|hydrated silica|sodium lauryl sulfate|sodium monofluorophosphate,1,1,0.8182,fallback_table,built-in,built-in
COWBRA-BARSOAP-HYD-AUTO029,Hyderabad,Cow Brand,Bar Soap,Cow Brand Excellent Beauty Soap 135g,Cow Brand Excellent Men Soap 135g,135,135,Amazon.in,2026-03-09,899,2349,INR,1,1,6.659259,17.4,-61.7284,3,HIGH,source=amazon_in_raw.csv,10,10,80.0,aqua|glycerin|parfum|sodium chloride|sodium cocoate,2,2,0.6667,fallback_table,built-in,built-in
CUREL-BODYLOTI-HYD-AUTO001,Hyderabad,Curel,Body Lotion,Curel Moisture Lotion 150ml,Curel Men Moisturizing Lotion 150ml,150,150,Amazon.in,2026-03-09,2120,2270,INR,1,1,14.133333,15.133333,-6.6079,3,HIGH,source=amazon_in_raw.csv,10,10,80.0,aqua|ceramide|cetearyl alcohol|dimethicone|glycerin,2,2,0.6667,fallback_table,built-in,built-in
CUREL-FACETONE-HYD-AUTO033,Hyderabad,Curel,Face Toner,Curel Moisture Face Toner Women 150ml,Curel Men Toner 150ml,150,150,Amazon.in,2026-03-09,4299,4256,INR,1,1,28.66,28.373333,1.0103,3,HIGH,source=amazon_in_raw.csv,15,15,100.0,aqua|dipotassium glycyrrhizate|disodium edta|ethylhexylglycerin|glycerin,0,0,1.0,api,Foaming Facial Wash,Foaming Facial Wash
CUREL-FACIALCL-HYD-AUTO001,Hyderabad,Curel,Facial Cleanser,Curel Moisture Face Wash Women 150ml,Curel Men Face Wash 150ml,150,150,Amazon.in,2026-03-09,4299,1840,INR,1,1,28.66,12.266667,133.6413,3,HIGH,source=amazon_in_raw.csv,10,10,80.0,allantoin|aqua|ceramide|citric acid|cocamidopropyl betaine,2,2,0.6667,fallback_table,built-in,built-in
CUREL-SUNSCREE-HYD-AUTO035,Hyderabad,Curel,Sunscreen,Curel UV Protection Face Milk SPF50+ 60ml,Curel Men UV Protection Cream 60ml,60,60,Amazon.in,2026-03-09,2270,2270,INR,1,1,37.833333,37.833333,0.0,3,HIGH,source=amazon_in_raw.csv,10,10,80.0,aqua|ceramide|diethylamino hydroxybenzoyl hexyl benzoate|ethylhexyl triazone|glycerin,2,2,0.6667,fallback_table,built-in,built-in
DHC-FACIALCL-HYD-AUTO001,Hyderabad,DHC,Facial Cleanser,DHC Deep Cleansing Oil Women (120ml),DHC Men Oil Cleansing (120ml),120,120,Amazon.in,2026-03-09,9429,9429,INR,1,1,78.575,78.575,0.0,3,HIGH,source=amazon_in_raw.csv,10,10,70.0,aqua|citric acid|cocamidopropyl betaine|glycerin|olive oil,3,3,0.5385,fallback_table,built-in,built-in
DHC-HANDCREA-HYD-AUTO001,Hyderabad,DHC,Hand Cream,DHC Medicated Hand Cream Women 50ml,DHC Men Hand Cream 50ml,50,50,Amazon.in,2026-03-09,232904,245557,INR,1,0,4658.08,4911.14,-5.1528,3,HIGH,source=amazon_in_raw.csv,10,10,80.0,aqua|cetearyl alcohol|dimethicone|glycerin|olive oil,2,2,0.6667,fallback_table,built-in,built-in
DOVE-BARSOAP-HYD-AUTO044,Hyderabad,Dove,Bar Soap,Dove Beauty Bar Japan 135g,Dove Men+Care Clean Comfort Bar Japan 135g,135,135,Amazon.in,2026-03-09,248,729,INR,1,1,1.837037,5.4,-65.9808,3,HIGH,source=amazon_in_raw.csv,10,10,90.0,aqua|glycerin|lauric acid|parfum|sodium isethionate,1,1,0.8182,fallback_table,built-in,built-in
DOVE-BARSOAP-HYD-AUTO044,Hyderabad,Dove,Bar Soap,Dove Beauty Bar Japan 135g,Dove Men+Care Clean Comfort Bar Japan 135g,135,135,Blinkit,2026-03-19,110,110,INR,0,0,0.814815,0.814815,0.0,3,MED,source=blinkit_raw.csv,10,10,90.0,aqua|glycerin|lauric acid|parfum|sodium isethionate,1,1,0.8182,fallback_table,built-in,built-in
DOVE-CONDITIO-HYD-AUTO002,Hyderabad,Dove,Conditioner,Dove Moisture Care Conditioner 500ml,Dove Men+Care Hair Defence Conditioner 500ml,500,500,Amazon.in,2026-03-09,278,1037,INR,1,1,0.556,2.074,-73.1919,3,HIGH,source=amazon_in_raw.csv,10,10,90.0,aqua|behentrimonium chloride|cetearyl alcohol|citric acid|dimethicone,1,1,0.8182,fallback_table,built-in,built-in
DOVE-CONDITIO-HYD-AUTO002,Hyderabad,Dove,Conditioner,Dove Moisture Care Conditioner 500ml,Dove Men+Care Hair Defence Conditioner 500ml,500,500,Blinkit,2026-03-19,531,531,INR,0,0,1.062,1.062,0.0,3,MED,source=blinkit_raw.csv,10,10,90.0,aqua|behentrimonium chloride|cetearyl alcohol|citric acid|dimethicone,1,1,0.8182,fallback_table,built-in,built-in
DOVE-DEODORAN-HYD-AUTO001,Hyderabad,Dove,Deodorant Roll-On,Dove Eventone Deodorant Roll-On,Dove Men+Care Dry Comfort Roll-On,100,100,Blinkit,2026-03-19,334,299,INR,0,0,3.34,2.99,11.7057,3,MED,source=blinkit_raw.csv,10,10,90.0,aluminum zirconium tetrachlorohydrex gly|aqua|cyclopentasiloxane|dimethicone|hydrogenated castor oil,1,1,0.8182,fallback_table,built-in,built-in
DOVE-DEODORAN-HYD-AUTO002,Hyderabad,Dove,Deodorant Roll-On,Dove Advance Care Deodorant Women (40ml),Dove Men+Care Roll-On (40ml),40,40,Blinkit,2026-03-19,576,318,INR,0,0,14.4,7.95,81.1321,3,MED,source=blinkit_raw.csv,10,10,90.0,aluminum zirconium tetrachlorohydrex gly|aqua|cyclopentasiloxane|dimethicone|hydrogenated castor oil,1,1,0.8182,fallback_table,built-in,built-in
DOVE-DEODORAN-HYD-AUTO052,Hyderabad,Dove,Deodorant Spray,Dove Eventone Body Spray Women 150ml,Dove Men+Care Clean Comfort Spray 150ml,150,150,Amazon.in,2026-03-09,639,2510,INR,1,1,4.26,16.733333,-74.5418,3,HIGH,source=amazon_in_raw.csv,10,10,90.0,alcohol denat|aluminum chlorohydrate|aqua|butane|cyclopentasiloxane,1,1,0.8182,fallback_table,built-in,built-in
DOVE-DEODORAN-HYD-AUTO052,Hyderabad,Dove,Deodorant Spray,Dove Eventone Body Spray Women 150ml,Dove Men+Care Clean Comfort Spray 150ml,150,150,Blinkit,2026-03-19,184,108,INR,0,0,1.226667,0.72,70.3704,3,MED,source=blinkit_raw.csv,10,10,90.0,alcohol denat|aluminum chlorohydrate|aqua|butane|cyclopentasiloxane,1,1,0.8182,fallback_table,built-in,built-in
DOVE-DEODORAN-HYD-AUTO052,Hyderabad,Dove,Deodorant Spray,Dove Eventone Body Spray Women 150ml,Dove Men+Care Clean Comfort Spray 150ml,150,150,Flipkart,2026-03-18,206,561,INR,0,0,1.373333,3.74,-63.2799,3,HIGH,source=flipkart_raw.csv,10,10,90.0,alcohol denat|aluminum chlorohydrate|aqua|butane|cyclopentasiloxane,1,1,0.8182,fallback_table,built-in,built-in
DOVE-FACIALCL-HYD-AUTO053,Hyderabad,Dove,Facial Cleanser,Dove Cream Milk Face Wash 100ml,Dove Men+Care Sensitive Face Wash 100ml,100,100,Amazon.in,2026-03-09,314,978,INR,1,1,3.14,9.78,-67.8937,3,HIGH,source=amazon_in_raw.csv,10,10,90.0,aqua|citric acid|cocamidopropyl betaine|glycerin|panthenol,1,1,0.8182,fallback_table,built-in,built-in
DOVE-FACIALCL-HYD-AUTO053,Hyderabad,Dove,Facial Cleanser,Dove Cream Milk Face Wash 100ml,Dove Men+Care Sensitive Face Wash 100ml,100,100,Blinkit,2026-03-19,199,249,INR,0,0,1.99,2.49,-20.0803,3,MED,source=blinkit_raw.csv,10,10,90.0,aqua|citric acid|cocamidopropyl betaine|glycerin|panthenol,1,1,0.8182,fallback_table,built-in,built-in
DOVE-SUNSCREE-HYD-AUTO001,Hyderabad,Dove,Sunscreen,Dove Even Tone Antiperspirant+SPF Roll-On 50ml,Dove Men+Care Control Antiperspirant Roll-On 50ml,50,50,Amazon.in,2026-03-09,284,999,INR,1,1,5.68,19.98,-71.5716,3,HIGH,source=amazon_in_raw.csv,10,10,90.0,aqua|avobenzone|dimethicone|ethylhexyl salicylate|glycerin,1,1,0.8182,fallback_table,built-in,built-in
DOVE-SUNSCREE-HYD-AUTO001,Hyderabad,Dove,Sunscreen,Dove Even Tone Antiperspirant+SPF Roll-On 50ml,Dove Men+Care Control Antiperspirant Roll-On 50ml,50,50,Blinkit,2026-03-19,203,169,INR,0,0,4.06,3.38,20.1183,3,MED,source=blinkit_raw.csv,10,10,90.0,aqua|avobenzone|dimethicone|ethylhexyl salicylate|glycerin,1,1,0.8182,fallback_table,built-in,built-in
DOVE-SUNSCREE-HYD-AUTO001,Hyderabad,Dove,Sunscreen,Dove Even Tone Antiperspirant+SPF Roll-On 50ml,Dove Men+Care Control Antiperspirant Roll-On 50ml,50,50,Flipkart,2026-03-18,259,169,INR,0,0,5.18,3.38,53.2544,3,HIGH,source=flipkart_raw.csv,10,10,90.0,aqua|avobenzone|dimethicone|ethylhexyl salicylate|glycerin,1,1,0.8182,fallback_table,built-in,built-in
ENGAGE-DEODORAN-HYD-AUTO001,Hyderabad,Engage,Deodorant Spray,Engage W1 Deodorant Spray Women 150ml,Engage M1 Deodorant Spray Men 150ml,150,150,Amazon.in,2026-03-09,159,134,INR,1,1,1.06,0.893333,18.6568,3,HIGH,source=amazon_in_raw.csv,10,10,90.0,alcohol denat|aluminum chlorohydrate|aqua|butane|cyclopentasiloxane,1,1,0.8182,fallback_table,built-in,built-in
ENGAGE-DEODORAN-HYD-AUTO001,Hyderabad,Engage,Deodorant Spray,Engage W1 Deodorant Spray Women 150ml,Engage M1 Deodorant Spray Men 150ml,150,150,Blinkit,2026-03-19,189,108,INR,0,0,1.26,0.72,75.0,3,MED,source=blinkit_raw.csv,10,10,90.0,alcohol denat|aluminum chlorohydrate|aqua|butane|cyclopentasiloxane,1,1,0.8182,fallback_table,built-in,built-in
ENGAGE-DEODORAN-HYD-AUTO001,Hyderabad,Engage,Deodorant Spray,Engage W1 Deodorant Spray Women 150ml,Engage M1 Deodorant Spray Men 150ml,150,150,Flipkart,2026-03-18,176,259,INR,0,0,1.173333,1.726667,-32.0464,3,HIGH,source=flipkart_raw.csv,10,10,90.0,alcohol denat|aluminum chlorohydrate|aqua|butane|cyclopentasiloxane,1,1,0.8182,fallback_table,built-in,built-in
FIAMA-BARSOAP-HYD-AUTO001,Hyderabad,Fiama,Bar Soap,Fiama Women Gel Bar,Fiama Men Gel Bar,100,100,Amazon.in,2026-03-09,187,176,INR,1,1,1.87,1.76,6.25,3,HIGH,source=amazon_in_raw.csv,10,10,70.0,aqua|glycerin|parfum|sodium chloride|sodium palm kernelate,3,3,0.5385,fallback_table,built-in,built-in
FIAMA-BARSOAP-HYD-AUTO001,Hyderabad,Fiama,Bar Soap,Fiama Women Gel Bar,Fiama Men Gel Bar,100,100,Blinkit,2026-03-19,259,72,INR,0,0,2.59,0.72,259.7222,3,MED,source=blinkit_raw.csv,10,10,70.0,aqua|glycerin|parfum|sodium chloride|sodium palm kernelate,3,3,0.5385,fallback_table,built-in,built-in
FIAMA-BARSOAP-HYD-AUTO001,Hyderabad,Fiama,Bar Soap,Fiama Women Gel Bar,Fiama Men Gel Bar,100,100,Flipkart,2026-03-18,189,300,INR,0,0,1.89,3.0,-37.0,3,HIGH,source=flipkart_raw.csv,10,10,70.0,aqua|glycerin|parfum|sodium chloride|sodium palm kernelate,3,3,0.5385,fallback_table,built-in,built-in
FIAMA-BODYWASH-HYD-AUTO001,Hyderabad,Fiama,Body Wash,Fiama Women Shower Gel Peach & Avocado,Fiama Men Refreshing Shower Gel,100,100,Amazon.in,2026-03-09,157,125,INR,1,1,1.57,1.25,25.6,3,HIGH,source=amazon_in_raw.csv,10,10,80.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,2,2,0.6667,fallback_table,built-in,built-in
FIAMA-BODYWASH-HYD-AUTO001,Hyderabad,Fiama,Body Wash,Fiama Women Shower Gel Peach & Avocado,Fiama Men Refreshing Shower Gel,100,100,Flipkart,2026-03-18,160,461,INR,0,0,1.6,4.61,-65.2928,3,HIGH,source=flipkart_raw.csv,10,10,80.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,2,2,0.6667,fallback_table,built-in,built-in
FOGG-DEODORAN-HYD-AUTO001,Hyderabad,Fogg,Deodorant Roll-On,Fogg Miss Dew Roll-On Women,Fogg Master Roll-On Men,100,100,Amazon.in,2026-03-09,195,299,INR,1,1,1.95,2.99,-34.7826,3,HIGH,source=amazon_in_raw.csv,10,10,80.0,aluminum zirconium tetrachlorohydrex gly|aqua|cyclopentasiloxane|dimethicone|parfum,2,2,0.6667,fallback_table,built-in,built-in
FOGG-DEODORAN-HYD-AUTO001,Hyderabad,Fogg,Deodorant Roll-On,Fogg Miss Dew Roll-On Women,Fogg Master Roll-On Men,100,100,Blinkit,2026-03-19,487,493,INR,0,0,4.87,4.93,-1.217,3,MED,source=blinkit_raw.csv,10,10,80.0,aluminum zirconium tetrachlorohydrex gly|aqua|cyclopentasiloxane|dimethicone|parfum,2,2,0.6667,fallback_table,built-in,built-in
FOGG-DEODORAN-HYD-AUTO001,Hyderabad,Fogg,Deodorant Roll-On,Fogg Miss Dew Roll-On Women,Fogg Master Roll-On Men,100,100,Flipkart,2026-03-18,283,256,INR,0,0,2.83,2.56,10.5469,3,HIGH,source=flipkart_raw.csv,10,10,80.0,aluminum zirconium tetrachlorohydrex gly|aqua|cyclopentasiloxane|dimethicone|parfum,2,2,0.6667,fallback_table,built-in,built-in
FOGG-DEODORAN-HYD-AUTO002,Hyderabad,Fogg,Deodorant Spray,Fogg Royal Women Body Spray 150ml,Fogg Macho Men Body Spray 150ml,150,150,Amazon.in,2026-03-09,443,239,INR,1,1,2.953333,1.593333,85.3557,3,HIGH,source=amazon_in_raw.csv,10,10,90.0,alcohol denat|aluminum chlorohydrate|aqua|butane|cyclopentasiloxane,1,1,0.8182,fallback_table,built-in,built-in
FOGG-DEODORAN-HYD-AUTO002,Hyderabad,Fogg,Deodorant Spray,Fogg Royal Women Body Spray 150ml,Fogg Macho Men Body Spray 150ml,150,150,Blinkit,2026-03-19,211,210,INR,0,0,1.406667,1.4,0.4762,3,MED,source=blinkit_raw.csv,10,10,90.0,alcohol denat|aluminum chlorohydrate|aqua|butane|cyclopentasiloxane,1,1,0.8182,fallback_table,built-in,built-in
FOGG-DEODORAN-HYD-AUTO002,Hyderabad,Fogg,Deodorant Spray,Fogg Royal Women Body Spray 150ml,Fogg Macho Men Body Spray 150ml,150,150,Flipkart,2026-03-18,182,167,INR,0,0,1.213333,1.113333,8.982,3,HIGH,source=flipkart_raw.csv,10,10,90.0,alcohol denat|aluminum chlorohydrate|aqua|butane|cyclopentasiloxane,1,1,0.8182,fallback_table,built-in,built-in
GARNIER-SHAMPOO-HYD-AUTO001,Hyderabad,Garnier,Shampoo,Garnier Ultra Blends Soy Milk Shampoo 340ml,Garnier Men Anti-Dandruff Shampoo 340ml,340,340,Amazon.in,2026-03-09,899,284,INR,1,1,2.644118,0.835294,216.5494,3,HIGH,source=amazon_in_raw.csv,10,10,90.0,aqua|citric acid|cocamidopropyl betaine|dimethicone|glycerin,1,1,0.8182,fallback_table,built-in,built-in
GARNIER-SHAMPOO-HYD-AUTO001,Hyderabad,Garnier,Shampoo,Garnier Ultra Blends Soy Milk Shampoo 340ml,Garnier Men Anti-Dandruff Shampoo 340ml,340,340,Blinkit,2026-03-19,301,408,INR,0,0,0.885294,1.2,-26.2255,3,MED,source=blinkit_raw.csv,10,10,90.0,aqua|citric acid|cocamidopropyl betaine|dimethicone|glycerin,1,1,0.8182,fallback_table,built-in,built-in
GARNIER-SHAMPOO-HYD-AUTO001,Hyderabad,Garnier,Shampoo,Garnier Ultra Blends Soy Milk Shampoo 340ml,Garnier Men Anti-Dandruff Shampoo 340ml,340,340,Flipkart,2026-03-18,244,404,INR,0,0,0.717647,1.188235,-39.604,3,HIGH,source=flipkart_raw.csv,10,10,90.0,aqua|citric acid|cocamidopropyl betaine|dimethicone|glycerin,1,1,0.8182,fallback_table,built-in,built-in
GILLET-RAZOR3BL-HYD-AUTO075,Hyderabad,Gillette/Venus,Razor (3-blade starter kit),Gillette Venus Smooth (handle + 2 cartridges),Gillette Mach3 (handle + 1 cartridge),100,100,Amazon.in,2026-03-09,99,349,INR,1,1,0.99,3.49,-71.6332,3,HIGH,source=amazon_in_raw.csv,15,15,100.0,aloe barbadensis leaf juice|bht|glycol|lubrastrip : peg-7m|peg-100,0,0,1.0,api,Swirl,Swirl
GILLETTE-RAZOR3BL-HYD-AUTO001,Hyderabad,Gillette/Venus,Razor (3-blade starter kit),Gillette Venus Smooth Razor,Gillette Mach3 Razor,1,1,Amazon.in,2026-03-09,99,350,INR,1,1,99.0,350.0,-71.7143,5,HIGH,source=amazon_in_raw.csv,15,15,100.0,aloe barbadensis leaf juice|bht|glycol|lubrastrip : peg-7m|peg-100,0,0,1.0,api,Swirl,Swirl
GILLETTE-RAZOR3BL-HYD-AUTO002,Hyderabad,Gillette/Venus,Razor (3-blade starter kit),Gillette Venus Simply 3 Disposable Razor 3-pack,Gillette Blue3 Disposable Razor 3-pack,100,100,Amazon.in,2026-03-09,99,200,INR,1,1,0.99,2.0,-50.5,3,HIGH,source=amazon_in_raw.csv,15,15,100.0,aloe barbadensis leaf juice|bht|glycol|lubrastrip : peg-7m|peg-100,0,0,1.0,api,Swirl,Swirl
